ID_Pedido,Fecha_pedido,Anio,Mes_num,Mes,Estacion,ID_Cliente,Pais,Region,Ciudad,Segmento_Cliente,Categoria_Producto,Producto,Canal,Campania,Dispositivo,Unidades,Precio_unitario,Descuento_pct,Ingresos,Costo,Ganancia,Devolucion,Satisfaccion,Dias_entrega
ARG-2024-00593,09/05/2024,2024,5,Mayo,Otono,CUST-1094,Chile,Sur,Concepcion,Estandar,Moda,Camisa Oxford,Online,Always On,Desktop,3,59.74,0.025,167.73,89.58,78.15,0,4.4,3
ARG-2024-00083,10/05/2024,2024,5,Mayo,Otono,CUST-1292,Colombia,Andina,Bogota,Premium,Tecnologia,Parlante Home,Online,No Aplica,Mobile,2,176.81,0.0,339.48,237.73,101.75,0,4.3,2
ARG-2024-00677,10/05/2024,2024,5,Mayo,Otono,CUST-1282,Mexico,Centro,Puebla,Basico,Tecnologia,Parlante Home,Tienda,Cyber Days,No Aplica,1,114.65,0.164,92.01,67.52,24.49,0,5.0,2
ARG-2024-00530,10/05/2024,2024,5,Mayo,Otono,CUST-1123,Mexico,Centro,Puebla,Estandar,Deportes,Mat Yoga,Online,No Aplica,Desktop,2,37.19,0.006,70.99,44.49,26.49,0,4.4,1
ARG-2024-00524,12/05/2024,2024,5,Mayo,Otono,CUST-1110,Chile,Norte,Antofagasta,Estandar,Hogar,Licuadora Pro,Tienda,Temporada Alta,No Aplica,2,108.94,0.067,195.2,122.1,73.1,0,,1
ARG-2024-00652,12/05/2024,2024,5,Mayo,Otono,CUST-1225,Chile,Centro,Valparaiso,Estandar,Tecnologia,Parlante Home,Marketplace,Cyber Days,Tablet,2,165.54,0.204,252.95,181.04,71.9,0,3.5,5
ARG-2024-00068,12/05/2024,2024,5,Mayo,Otono,CUST-1173,Chile,Centro,Santiago,Premium,Hogar,Aspiradora Max,Online,Temporada Alta,Desktop,1,288.14,0.062,259.44,157.15,102.28,0,3.8,1
ARG-2024-00464,13/05/2024,2024,5,Mayo,Otono,CUST-1284,Peru,Costa,Trujillo,Basico,Tecnologia,Camara Sport,Online,No Aplica,Mobile,1,192.95,0.0,185.24,135.76,49.48,0,4.4,6
ARG-2024-00617,13/05/2024,2024,5,Mayo,Otono,CUST-1197,Colombia,Pacifico,Cali,Estandar,Belleza,Perfume Urban,Online,Always On,Mobile,3,89.44,0.067,240.33,113.31,127.01,0,4.5,5
ARG-2024-00510,14/05/2024,2024,5,Mayo,Otono,CUST-1151,Chile,Centro,Santiago,Estandar,Tecnologia,Camara Sport,Online,No Aplica,Mobile,1,266.84,0.051,243.22,174.65,68.57,0,3.6,6
ARG-2024-00007,14/05/2024,2024,5,Mayo,Otono,CUST-1051,Chile,Norte,Antofagasta,Estandar,Deportes,Reloj Deportivo,Marketplace,Always On,Mobile,1,251.39,0.008,239.38,143.85,95.53,0,4.2,6
ARG-2024-00570,14/05/2024,2024,5,Mayo,Otono,CUST-1121,Mexico,Norte,Monterrey,Basico,Deportes,Set Mancuernas,Online,No Aplica,Desktop,4,93.0,0.0,357.12,225.0,132.12,0,4.4,4
ARG-2024-00351,15/05/2024,2024,5,Mayo,Otono,CUST-1266,Peru,Costa,Lima,Estandar,Deportes,Mat Yoga,Online,Cyber Days,Mobile,1,29.54,0.184,23.14,14.37,4.6,1,3.0,5
ARG-2024-00573,16/05/2024,2024,5,Mayo,Otono,CUST-1071,Chile,Centro,Valparaiso,Estandar,Moda,Chaqueta Urbana,Online,Back to School,Desktop,1,170.11,0.134,141.36,77.04,64.32,0,2.8,5
ARG-2024-00200,16/05/2024,2024,5,Mayo,Otono,CUST-1192,Peru,Costa,Lima,Estandar,Hogar,Licuadora Pro,Online,Always On,Mobile,1,87.62,0.055,79.46,49.19,30.27,0,4.7,3
ARG-2024-00622,17/05/2024,2024,5,Mayo,Otono,CUST-1076,Mexico,Centro,CDMX,Estandar,Moda,Bolso Ejecutivo,Online,Cyber Days,Desktop,1,115.72,0.199,89.01,51.18,37.83,0,4.6,3
ARG-2024-00650,17/05/2024,2024,5,Mayo,Otono,CUST-1055,Colombia,Andina,Medellin,Estandar,Hogar,Aspiradora Max,Online,Cyber Days,Mobile,1,201.39,0.223,150.26,86.85,63.41,0,4.8,3
ARG-2024-00104,18/05/2024,2024,5,Mayo,Otono,CUST-1090,Peru,Costa,Lima,Premium,Deportes,Bicicleta Indoor,Online,No Aplica,Mobile,1,618.1,0.011,586.61,361.02,225.58,0,4.0,5
ARG-2024-00103,18/05/2024,2024,5,Mayo,Otono,CUST-1164,Colombia,Pacifico,Cali,Estandar,Hogar,Licuadora Pro,Tienda,No Aplica,No Aplica,1,103.05,0.0,98.93,60.73,38.2,0,3.9,3
ARG-2024-00548,18/05/2024,2024,5,Mayo,Otono,CUST-1202,Colombia,Andina,Bogota,Estandar,Moda,Bolso Ejecutivo,Tienda,Always On,No Aplica,1,105.22,0.057,95.24,49.38,45.86,0,4.4,2
ARG-2024-00100,18/05/2024,2024,5,Mayo,Otono,CUST-1243,Colombia,Caribe,Barranquilla,Estandar,Deportes,Bicicleta Indoor,Online,Cyber Days,Desktop,1,525.39,0.157,425.38,291.64,133.75,0,4.2,4
ARG-2024-00204,20/05/2024,2024,5,Mayo,Otono,CUST-1145,Peru,Costa,Trujillo,Estandar,Moda,Chaqueta Urbana,Tienda,Always On,No Aplica,4,136.07,0.064,488.88,261.5,227.39,0,3.9,2
ARG-2024-00208,21/05/2024,2024,5,Mayo,Otono,CUST-1259,Peru,Sierra,Arequipa,Estandar,Hogar,Lampara Desk,Tienda,Cyber Days,No Aplica,2,60.26,0.193,93.39,61.18,32.21,0,4.5,1
ARG-2024-00102,22/05/2024,2024,5,Mayo,Otono,CUST-1034,Mexico,Norte,Monterrey,Estandar,Tecnologia,Parlante Home,Marketplace,Always On,Tablet,1,143.56,0.056,130.15,99.68,7.04,1,3.6,3
ARG-2024-00693,23/05/2024,2024,5,Mayo,Otono,CUST-1282,Colombia,Caribe,Barranquilla,Estandar,Moda,Chaqueta Urbana,Marketplace,,Desktop,1,129.64,0.124,109.08,63.52,45.55,0,4.0,5
ARG-2024-00645,23/05/2024,2024,5,Mayo,Otono,CUST-1105,Colombia,Pacifico,Cali,Basico,Deportes,Casco Ciclismo,Tienda,No Aplica,No Aplica,2,62.18,0.0,119.39,75.2,44.19,0,4.4,2
ARG-2024-00046,24/05/2024,2024,5,Mayo,Otono,CUST-1053,Chile,Norte,Antofagasta,Premium,Moda,Zapatillas Run,Marketplace,Always On,Tablet,1,182.32,0.08,161.11,89.56,71.55,0,4.2,6
ARG-2024-00174,25/05/2024,2024,5,Mayo,Otono,CUST-1221,Colombia,Andina,Medellin,Premium,Belleza,Cepillo Electrico,Marketplace,Back to School,Mobile,2,80.15,0.15,130.81,63.68,67.13,0,3.5,6
ARG-2024-00267,27/05/2024,2024,5,Mayo,Otono,CUST-1105,Peru,Sierra,Cusco,Basico,Deportes,Bicicleta Indoor,Marketplace,Back to School,Mobile,1,353.89,0.097,306.63,205.28,101.35,0,4.0,2
ARG-2024-00707,27/05/2024,2024,5,Mayo,Otono,CUST-1273,Colombia,Andina,Medellin,Basico,Hogar,Aspiradora Max,Online,Always On,Mobile,1,176.75,0.022,165.98,105.18,60.79,0,4.2,4
ARG-2024-00131,28/05/2024,2024,5,Mayo,Otono,CUST-1180,Chile,Centro,Valparaiso,Estandar,Tecnologia,Smartwatch Fit,Online,No Aplica,Mobile,1,241.89,0.0,232.21,160.52,71.7,0,4.3,5
ARG-2024-00132,01/06/2024,2024,6,Junio,Invierno,CUST-1057,Chile,Norte,Antofagasta,Estandar,Hogar,Organizador Cocina,Online,No Aplica,Mobile,1,61.19,0.03,52.23,32.6,19.63,0,4.1,5
ARG-2024-00182,01/06/2024,2024,6,Junio,Invierno,CUST-1019,Mexico,Centro,Puebla,Basico,Hogar,Licuadora Pro,Tienda,Cyber Days,No Aplica,1,84.99,0.174,61.75,40.15,21.59,0,4.9,1
ARG-2024-00288,01/06/2024,2024,6,Junio,Invierno,CUST-1209,Peru,Sierra,Cusco,Basico,Moda,Jeans Slim,Online,Cyber Days,Mobile,2,62.42,0.201,87.83,46.1,41.74,0,3.9,3
ARG-2024-00756,01/06/2024,2024,6,Junio,Invierno,CUST-1010,Chile,Centro,Valparaiso,Estandar,Tecnologia,Parlante Home,Online,Temporada Alta,Desktop,1,140.29,0.103,110.78,76.76,34.02,0,4.6,4
ARG-2024-00333,03/06/2024,2024,6,Junio,Invierno,CUST-1226,Colombia,Andina,Medellin,Basico,Moda,Zapatillas Run,Tienda,Cyber Days,No Aplica,3,88.54,0.186,190.23,108.45,81.78,0,4.1,1
ARG-2024-00021,04/06/2024,2024,6,Junio,Invierno,CUST-1192,Colombia,Andina,Medellin,Basico,Hogar,Organizador Cocina,Tienda,Always On,No Aplica,1,42.01,0.09,33.66,21.58,12.08,0,4.3,1
ARG-2024-00069,04/06/2024,2024,6,Junio,Invierno,CUST-1278,Colombia,Caribe,Barranquilla,Basico,Hogar,Organizador Cocina,Tienda,Always On,No Aplica,1,38.69,0.082,31.25,20.26,10.99,0,4.8,1
ARG-2024-00416,04/06/2024,2024,6,Junio,Invierno,CUST-1039,Colombia,Andina,Bogota,Basico,Hogar,Lampara Desk,Marketplace,Back to School,Desktop,1,54.21,0.104,42.75,27.12,15.62,0,3.6,6
ARG-2024-00151,04/06/2024,2024,6,Junio,Invierno,CUST-1068,Mexico,Centro,CDMX,Estandar,Hogar,Licuadora Pro,Online,No Aplica,Mobile,2,111.14,0.0,195.6,113.96,81.64,0,4.4,3
ARG-2024-00716,05/06/2024,2024,6,Junio,Invierno,CUST-1090,Peru,Sierra,Cusco,Estandar,Belleza,Kit Skin Care,Marketplace,Back to School,Desktop,1,71.49,0.135,54.39,28.7,25.69,0,4.3,7
ARG-2024-00225,06/06/2024,2024,6,Junio,Invierno,CUST-1243,Colombia,Caribe,Barranquilla,Estandar,Tecnologia,Smartwatch Fit,Online,Cyber Days,Mobile,2,189.08,0.185,271.11,199.23,71.89,0,4.1,3
ARG-2024-00054,06/06/2024,2024,6,Junio,Invierno,CUST-1268,Mexico,Centro,Puebla,Estandar,Hogar,Lampara Desk,Tienda,No Aplica,No Aplica,1,67.9,0.001,59.68,38.53,21.15,0,4.0,1
ARG-2024-00113,06/06/2024,2024,6,Junio,Invierno,CUST-1059,Mexico,Centro,CDMX,Estandar,Moda,Chaqueta Urbana,Tienda,No Aplica,No Aplica,1,163.86,0.01,142.76,77.31,65.45,0,3.6,1
ARG-2024-00362,07/06/2024,2024,6,Junio,Invierno,CUST-1261,Colombia,Andina,Medellin,Premium,Tecnologia,Parlante Home,Online,Always On,Mobile,1,151.05,0.089,121.04,85.21,35.83,0,4.7,2
ARG-2024-00184,09/06/2024,2024,6,Junio,Invierno,CUST-1104,Chile,Sur,Concepcion,Basico,Hogar,Cafetera Plus,Tienda,Always On,No Aplica,2,114.11,0.066,187.67,121.11,66.56,0,4.3,1
ARG-2024-00081,09/06/2024,2024,6,Junio,Invierno,CUST-1265,Mexico,Norte,Monterrey,Estandar,Tecnologia,Parlante Home,Tienda,Always On,No Aplica,1,140.57,0.111,110.0,81.77,28.23,0,3.9,1
ARG-2024-00690,09/06/2024,2024,6,Junio,Invierno,CUST-1112,Mexico,Occidente,Guadalajara,Premium,Belleza,Serum Facial,Online,Always On,Desktop,3,62.17,0.09,149.27,75.21,74.06,0,4.7,4
ARG-2024-00265,10/06/2024,2024,6,Junio,Invierno,CUST-1042,Chile,Centro,Santiago,Basico,Deportes,Casco Ciclismo,Tienda,Cyber Days,No Aplica,1,71.55,0.149,53.58,32.62,20.96,0,4.3,1
ARG-2024-00080,11/06/2024,2024,6,Junio,Invierno,CUST-1176,Peru,Sierra,Arequipa,Premium,Belleza,Cepillo Electrico,Marketplace,Always On,Mobile,4,64.03,0.0,225.4,118.33,66.49,1,2.8,7
ARG-2024-00149,12/06/2024,2024,6,Junio,Invierno,CUST-1249,Colombia,Caribe,Barranquilla,Estandar,Deportes,Mat Yoga,Online,Always On,Desktop,2,34.55,0.062,57.04,34.37,22.67,0,4.9,3
ARG-2024-00339,14/06/2024,2024,6,Junio,Invierno,CUST-1029,Colombia,Pacifico,Cali,Estandar,Hogar,Cafetera Plus,Tienda,No Aplica,No Aplica,1,126.45,0.0,111.27,71.8,39.48,0,3.8,1
ARG-2024-00116,15/06/2024,2024,6,Junio,Invierno,CUST-1051,Peru,Costa,Lima,Premium,Moda,Jeans Slim,Tienda,Always On,No Aplica,2,96.24,0.056,159.84,92.34,67.5,0,4.9,1
ARG-2024-00011,15/06/2024,2024,6,Junio,Invierno,CUST-1005,Mexico,Centro,CDMX,Basico,Tecnologia,Tablet 10,Tienda,Cyber Days,No Aplica,1,343.21,0.188,245.31,183.75,61.56,0,4.1,1
ARG-2024-00649,16/06/2024,2024,6,Junio,Invierno,CUST-1157,Mexico,Norte,Monterrey,Estandar,Hogar,Licuadora Pro,Marketplace,Temporada Alta,Mobile,1,102.71,0.072,83.86,51.27,32.59,0,4.5,5
ARG-2024-00061,16/06/2024,2024,6,Junio,Invierno,CUST-1191,Mexico,Centro,CDMX,Basico,Hogar,Cafetera Plus,Tienda,Always On,No Aplica,3,104.27,0.034,266.04,156.01,110.04,0,4.2,1
ARG-2024-00065,17/06/2024,2024,6,Junio,Invierno,CUST-1275,Mexico,Centro,CDMX,Estandar,Deportes,Reloj Deportivo,Online,No Aplica,Tablet,2,243.04,0.01,423.44,271.27,75.96,1,3.4,5
ARG-2024-00234,17/06/2024,2024,6,Junio,Invierno,CUST-1014,Colombia,Andina,Medellin,Estandar,Hogar,Organizador Cocina,Online,Always On,Tablet,3,54.9,0.084,132.84,79.96,52.87,0,4.1,5
ARG-2024-00406,18/06/2024,2024,6,Junio,Invierno,CUST-1129,Peru,Costa,Trujillo,Premium,Deportes,Bicicleta Indoor,Tienda,Always On,No Aplica,3,605.34,0.039,1535.51,958.08,577.42,0,3.6,1
ARG-2024-00632,18/06/2024,2024,6,Junio,Invierno,CUST-1231,Mexico,Centro,Puebla,Estandar,Belleza,Cepillo Electrico,Tienda,No Aplica,No Aplica,3,59.39,0.029,152.33,74.62,77.7,0,4.6,1
ARG-2024-00091,19/06/2024,2024,6,Junio,Invierno,CUST-1277,Chile,Norte,Antofagasta,Premium,Deportes,Reloj Deportivo,Marketplace,Back to School,Mobile,1,324.2,0.091,259.24,167.19,92.06,0,4.4,6
ARG-2024-00447,19/06/2024,2024,6,Junio,Invierno,CUST-1197,Chile,Norte,Antofagasta,Estandar,Hogar,Licuadora Pro,Marketplace,Always On,Desktop,2,112.19,0.02,193.56,123.32,70.24,0,4.2,3
ARG-2024-00746,19/06/2024,2024,6,Junio,Invierno,CUST-1189,Mexico,Centro,CDMX,Basico,Tecnologia,Tablet 10,Tienda,Cyber Days,No Aplica,2,363.9,0.217,501.64,347.82,153.82,0,3.8,2
ARG-2024-00586,20/06/2024,2024,6,Junio,Invierno,CUST-1039,Peru,Sierra,Arequipa,Estandar,Tecnologia,Camara Sport,Online,No Aplica,Mobile,2,262.7,0.026,450.53,310.76,139.78,0,4.3,3
ARG-2024-00399,22/06/2024,2024,6,Junio,Invierno,CUST-1029,Chile,Centro,Valparaiso,Estandar,Hogar,Organizador Cocina,Online,Always On,Mobile,1,59.83,0.045,50.27,31.08,19.19,0,3.7,2
ARG-2024-00114,22/06/2024,2024,6,Junio,Invierno,CUST-1032,Colombia,Pacifico,Cali,Estandar,Moda,Jeans Slim,Tienda,Temporada Alta,No Aplica,2,80.78,0.076,131.35,77.91,53.44,0,3.7,1
ARG-2024-00709,22/06/2024,2024,6,Junio,Invierno,CUST-1258,Mexico,Centro,CDMX,Premium,Moda,Jeans Slim,Tienda,Always On,No Aplica,1,111.99,0.066,92.08,47.1,44.98,0,4.9,2
ARG-2024-00665,22/06/2024,2024,6,Junio,Invierno,CUST-1138,Peru,Costa,Trujillo,Basico,Tecnologia,Audifonos Pro,Tienda,No Aplica,No Aplica,3,130.2,0.0,343.74,244.17,99.57,0,3.5,1
ARG-2024-00747,23/06/2024,2024,6,Junio,Invierno,CUST-1074,Colombia,Caribe,Barranquilla,Basico,Hogar,Lampara Desk,Online,Temporada Alta,Desktop,1,55.69,0.111,43.58,27.82,15.77,0,4.2,3
ARG-2024-00187,23/06/2024,2024,6,Junio,Invierno,CUST-1275,Peru,Costa,Lima,Estandar,Moda,Chaqueta Urbana,Tienda,Cyber Days,No Aplica,1,146.73,0.207,102.43,55.04,47.39,0,4.5,2
ARG-2024-00575,24/06/2024,2024,6,Junio,Invierno,CUST-1107,Chile,Centro,Valparaiso,Premium,Tecnologia,Parlante Home,Tienda,Back to School,No Aplica,2,206.54,0.142,311.97,230.15,81.82,0,3.3,1
ARG-2024-00526,25/06/2024,2024,6,Junio,Invierno,CUST-1065,Chile,Centro,Valparaiso,Premium,Belleza,Cepillo Electrico,Tienda,Temporada Alta,No Aplica,1,84.12,0.097,66.85,31.37,35.48,0,,1
ARG-2024-00433,26/06/2024,2024,6,Junio,Invierno,CUST-1171,Mexico,Centro,Puebla,Estandar,Moda,Bolso Ejecutivo,Marketplace,Always On,Mobile,1,125.7,0.043,105.9,60.73,45.17,0,4.0,3
ARG-2024-00442,26/06/2024,2024,6,Junio,Invierno,CUST-1004,Colombia,Andina,Medellin,Premium,Hogar,Cafetera Plus,Online,Back to School,Mobile,1,132.11,0.124,101.82,65.12,36.69,0,5.0,4
ARG-2024-00523,26/06/2024,2024,6,Junio,Invierno,CUST-1224,Mexico,Centro,Puebla,Basico,Belleza,Perfume Urban,Online,No Aplica,Mobile,1,89.18,0.019,76.95,40.72,36.23,0,4.3,5
ARG-2024-00374,27/06/2024,2024,6,Junio,Invierno,CUST-1114,Peru,Costa,Trujillo,Estandar,Belleza,Cepillo Electrico,Tienda,Temporada Alta,No Aplica,1,48.83,0.085,39.31,19.82,19.49,0,3.7,1
ARG-2024-00403,27/06/2024,2024,6,Junio,Invierno,CUST-1114,Mexico,Centro,CDMX,Premium,Moda,Camisa Oxford,Tienda,No Aplica,No Aplica,4,76.63,0.0,269.74,145.97,123.77,0,3.8,3
ARG-2024-00304,28/06/2024,2024,6,Junio,Invierno,CUST-1271,Colombia,Andina,Bogota,Estandar,Hogar,Cafetera Plus,Tienda,Always On,No Aplica,1,131.19,0.077,106.52,62.85,43.67,0,3.8,3
ARG-2024-00136,29/06/2024,2024,6,Junio,Invierno,CUST-1062,Mexico,Norte,Monterrey,Basico,Tecnologia,Camara Sport,Tienda,Always On,No Aplica,1,275.01,0.082,222.11,153.1,69.01,0,3.8,2
ARG-2024-00513,29/06/2024,2024,6,Junio,Invierno,CUST-1142,Mexico,Norte,Monterrey,Premium,Moda,Bolso Ejecutivo,Online,Always On,Mobile,3,146.01,0.041,369.74,188.16,181.58,0,4.0,3
ARG-2024-00055,01/07/2024,2024,7,Julio,Invierno,CUST-1207,Chile,Centro,Santiago,Premium,Hogar,Aspiradora Max,Online,Always On,Mobile,1,385.4,0.078,312.79,195.29,117.5,0,4.5,4
ARG-2024-00658,02/07/2024,2024,7,Julio,Invierno,CUST-1258,Colombia,Pacifico,Cali,Estandar,Deportes,Bicicleta Indoor,Online,Always On,Mobile,1,562.36,0.061,464.53,309.13,155.4,0,3.6,4
ARG-2024-00157,03/07/2024,2024,7,Julio,Invierno,CUST-1142,Peru,Costa,Trujillo,Estandar,Tecnologia,Camara Sport,Marketplace,Always On,Desktop,2,233.54,0.059,386.97,270.79,116.18,0,3.2,6
ARG-2024-00015,04/07/2024,2024,7,Julio,Invierno,CUST-1016,Colombia,Andina,Medellin,Basico,Hogar,Licuadora Pro,Online,Always On,Mobile,2,82.83,0.03,141.4,88.56,52.84,0,3.9,3
ARG-2024-00754,05/07/2024,2024,7,Julio,Invierno,CUST-1197,Colombia,Andina,Bogota,Estandar,Moda,Zapatillas Run,Online,Cyber Days,Mobile,1,125.15,0.158,92.72,48.25,44.47,0,4.6,3
ARG-2024-00757,05/07/2024,2024,7,Julio,Invierno,CUST-1072,Mexico,Centro,CDMX,Premium,Belleza,Secador Ionic,Online,No Aplica,Desktop,1,128.97,0.002,113.23,57.83,55.4,0,3.9,4
ARG-2024-00647,06/07/2024,2024,7,Julio,Invierno,CUST-1108,Colombia,Andina,Medellin,Basico,Tecnologia,Audifonos Pro,Tienda,Temporada Alta,No Aplica,1,140.56,0.051,117.41,83.5,33.91,0,5.0,1
ARG-2024-00209,07/07/2024,2024,7,Julio,Invierno,CUST-1296,Colombia,Pacifico,Cali,Basico,Hogar,Aspiradora Max,Tienda,Always On,No Aplica,1,198.92,0.109,156.06,103.65,52.41,0,4.6,1
ARG-2024-00666,07/07/2024,2024,7,Julio,Invierno,CUST-1174,Mexico,Norte,Monterrey,Estandar,Deportes,Reloj Deportivo,Online,Cyber Days,Mobile,2,223.42,0.146,335.95,186.75,149.21,0,4.4,3
ARG-2024-00591,07/07/2024,2024,7,Julio,Invierno,CUST-1072,Peru,Costa,Trujillo,Estandar,Tecnologia,Parlante Home,Online,No Aplica,Mobile,1,101.3,0.015,87.84,62.26,25.58,0,4.7,3
ARG-2024-00338,08/07/2024,2024,7,Julio,Invierno,CUST-1132,Peru,Sierra,Cusco,Basico,Hogar,Aspiradora Max,Online,Always On,Mobile,1,174.56,0.042,147.18,86.65,60.53,0,4.0,5
ARG-2024-00280,08/07/2024,2024,7,Julio,Invierno,CUST-1075,Colombia,Andina,Bogota,Basico,Moda,Zapatillas Run,Tienda,Back to School,No Aplica,3,102.51,0.122,237.53,129.38,108.15,0,4.1,1
ARG-2024-00656,09/07/2024,2024,7,Julio,Invierno,CUST-1118,Mexico,Norte,Monterrey,Estandar,Moda,Chaqueta Urbana,Tienda,No Aplica,No Aplica,4,150.0,0.0,528.0,285.78,242.22,0,3.8,2
ARG-2024-00408,09/07/2024,2024,7,Julio,Invierno,CUST-1187,Chile,Sur,Concepcion,Basico,Deportes,Set Mancuernas,Marketplace,No Aplica,Mobile,1,105.02,0.0,92.41,55.47,36.95,0,3.9,3
ARG-2024-00718,09/07/2024,2024,7,Julio,Invierno,CUST-1285,Mexico,Centro,Puebla,Estandar,Tecnologia,Parlante Home,Online,Temporada Alta,Mobile,1,166.79,0.064,137.32,98.55,38.77,0,3.6,5
ARG-2024-00555,10/07/2024,2024,7,Julio,Invierno,CUST-1278,Mexico,Centro,Puebla,Basico,Tecnologia,Audifonos Pro,Tienda,Always On,No Aplica,1,132.65,0.077,107.7,81.81,25.89,0,3.8,1
ARG-2024-00063,10/07/2024,2024,7,Julio,Invierno,CUST-1197,Colombia,Andina,Medellin,Estandar,Hogar,Organizador Cocina,Tienda,Cyber Days,No Aplica,1,44.56,0.204,31.22,18.73,12.49,0,4.0,1
ARG-2024-00250,11/07/2024,2024,7,Julio,Invierno,CUST-1014,Colombia,Andina,Bogota,Estandar,Tecnologia,Smartwatch Fit,Tienda,Always On,No Aplica,1,205.25,0.082,165.75,127.54,38.21,0,4.1,1
ARG-2024-00159,13/07/2024,2024,7,Julio,Invierno,CUST-1080,Colombia,Andina,Medellin,Basico,Tecnologia,Tablet 10,Online,Always On,Mobile,2,286.48,0.025,491.49,355.92,135.57,0,4.4,5
ARG-2024-00314,13/07/2024,2024,7,Julio,Invierno,CUST-1271,Chile,Sur,Concepcion,Estandar,Deportes,Mat Yoga,Online,No Aplica,Mobile,1,38.68,0.0,34.04,20.81,13.23,0,4.7,4
ARG-2024-00179,14/07/2024,2024,7,Julio,Invierno,CUST-1065,Chile,Norte,Antofagasta,Premium,Belleza,Kit Skin Care,Marketplace,Back to School,Desktop,2,103.13,0.075,167.89,90.8,77.08,0,3.7,6
ARG-2024-00195,16/07/2024,2024,7,Julio,Invierno,CUST-1250,Colombia,Caribe,Barranquilla,Basico,Belleza,Serum Facial,Online,Always On,Desktop,2,39.32,0.079,63.74,31.0,32.74,0,4.1,2
ARG-2024-00426,18/07/2024,2024,7,Julio,Invierno,CUST-1274,Peru,Sierra,Cusco,Estandar,Hogar,Lampara Desk,Tienda,Always On,No Aplica,1,60.58,0.074,49.36,33.07,16.29,0,4.3,1
ARG-2024-00550,20/07/2024,2024,7,Julio,Invierno,CUST-1075,Chile,Norte,Antofagasta,Estandar,Moda,Camisa Oxford,Tienda,Always On,No Aplica,1,71.95,0.073,58.69,34.32,24.37,0,4.2,1
ARG-2024-00322,24/07/2024,2024,7,Julio,Invierno,CUST-1182,Mexico,Norte,Monterrey,Premium,Tecnologia,Parlante Home,Online,Temporada Alta,Tablet,3,173.74,0.07,426.66,312.15,114.5,0,4.6,4
ARG-2024-00220,25/07/2024,2024,7,Julio,Invierno,CUST-1119,Mexico,Centro,CDMX,Basico,Belleza,Kit Skin Care,Tienda,No Aplica,No Aplica,1,67.21,0.0,59.15,28.32,30.83,0,4.4,1
ARG-2024-00155,26/07/2024,2024,7,Julio,Invierno,CUST-1298,Colombia,Andina,Medellin,Estandar,Moda,Jeans Slim,Marketplace,No Aplica,Mobile,4,85.8,0.0,302.0,165.9,136.1,0,4.1,5
ARG-2024-00299,27/07/2024,2024,7,Julio,Invierno,CUST-1175,Colombia,Caribe,Barranquilla,Estandar,Tecnologia,Audifonos Pro,Tienda,Always On,No Aplica,2,149.7,0.051,250.05,180.62,69.43,0,4.1,1
ARG-2024-00739,27/07/2024,2024,7,Julio,Invierno,CUST-1296,Colombia,Andina,Bogota,Basico,Belleza,Serum Facial,Online,Cyber Days,Mobile,2,34.89,0.176,50.58,26.06,24.52,0,4.0,6
ARG-2024-00569,29/07/2024,2024,7,Julio,Invierno,CUST-1153,Chile,Centro,Santiago,Basico,Hogar,Aspiradora Max,Tienda,Temporada Alta,No Aplica,2,223.66,0.035,379.68,245.11,134.57,0,4.8,3
ARG-2024-00708,31/07/2024,2024,7,Julio,Invierno,CUST-1237,Peru,Sierra,Cusco,Estandar,Moda,Camisa Oxford,Online,Back to School,Mobile,1,53.26,0.096,42.36,23.04,19.32,0,4.3,5
ARG-2024-00171,02/08/2024,2024,8,Agosto,Invierno,CUST-1164,Mexico,Centro,Puebla,Estandar,Moda,Bolso Ejecutivo,Tienda,Back to School,No Aplica,1,120.76,0.114,94.16,51.51,42.65,0,4.4,1
ARG-2024-00231,03/08/2024,2024,8,Agosto,Invierno,CUST-1173,Colombia,Andina,Bogota,Basico,Moda,Camisa Oxford,Marketplace,No Aplica,Desktop,3,43.01,0.061,106.61,61.5,45.11,0,3.4,7
ARG-2024-00686,03/08/2024,2024,8,Agosto,Invierno,CUST-1169,Chile,Centro,Valparaiso,Premium,Moda,Jeans Slim,Marketplace,Always On,Desktop,1,117.1,0.097,93.07,49.97,43.11,0,3.9,5
ARG-2024-00040,05/08/2024,2024,8,Agosto,Invierno,CUST-1237,Peru,Sierra,Arequipa,Basico,Moda,Jeans Slim,Tienda,Temporada Alta,No Aplica,1,57.15,0.069,46.83,25.65,21.18,0,4.3,1
ARG-2024-00332,07/08/2024,2024,8,Agosto,Invierno,CUST-1220,Peru,Sierra,Arequipa,Estandar,Hogar,Cafetera Plus,Online,Always On,Desktop,3,119.46,0.029,306.1,178.16,127.94,0,3.1,4
ARG-2024-00604,07/08/2024,2024,8,Agosto,Invierno,CUST-1178,Colombia,Andina,Bogota,Premium,Belleza,Serum Facial,Online,Temporada Alta,Mobile,1,57.22,0.124,44.1,23.54,20.56,0,4.0,5
ARG-2024-00272,08/08/2024,2024,8,Agosto,Invierno,CUST-1105,Chile,Norte,Antofagasta,Estandar,Tecnologia,Tablet 10,Online,No Aplica,Mobile,2,448.3,0.029,766.35,556.69,209.66,0,4.1,5
ARG-2024-00484,08/08/2024,2024,8,Agosto,Invierno,CUST-1184,Mexico,Norte,Monterrey,Premium,Deportes,Set Mancuernas,Online,Always On,Mobile,2,132.5,0.067,217.68,128.7,88.98,0,3.8,2
